,post_id,text,language,publication_time,collection_time,comments,likes,reposts,citations
2612,1640587619586256896,RT @lyle0_0: #JENNIE's  animated  film  for  @CHANEL  Coco  Crush  campaign  playing  at  Chanel  store  📍 Seoul   🇰🇷 https://t.co/sxPJM9hP…,en,2023-03-28 05:32:23+00:00,2023-03-28 09:34:01.674560+00:00,0,0,71,0
2613,1640587602137866241,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 05:32:19+00:00,2023-03-28 09:34:01.674560+00:00,0,0,1242,0
2614,1640587600141635584,"RT @society_pr10109: 🅾️018
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 05:32:19+00:00,2023-03-28 09:34:01.674560+00:00,0,0,14,0
2616,1640587569925853184,"RT @society_pr10109: 🅾️019
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 05:32:11+00:00,2023-03-28 09:34:01.674560+00:00,0,0,2,0
2618,1640587502426923009,"RT @jennieaceitgirl: ending someone’s career when jennie has:
11 global campaigns with calvin klein
4 global campaigns with chanel
2 global…",en,2023-03-28 05:31:55+00:00,2023-03-28 09:34:01.674560+00:00,0,0,18,0
2620,1640587455970811905,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 05:31:44+00:00,2023-03-28 09:34:01.674560+00:00,0,0,143,0
2621,1640587421288120320,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 05:31:36+00:00,2023-03-28 09:34:01.674560+00:00,0,0,1242,0
2623,1640587355181686785,"RT @pannchoa: G-dragon releases new photoshoot with Chanel
https://t.co/20xwjgGhtP https://t.co/Z4XGxXEE2J",en,2023-03-28 05:31:20+00:00,2023-03-28 09:34:01.690179+00:00,0,0,37,0
2624,1640587344305881088,"RT @UkhtiHyper: 🅾️041
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 05:31:18+00:00,2023-03-28 09:34:01.690179+00:00,0,0,5,0
2625,1640587339780198400,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:31:17+00:00,2023-03-28 09:34:01.690179+00:00,0,0,343,0
2632,1640587164034674689,RT @AgntPineapple: Spotted Jennie’s promo as I’m headed outta Japan! #Blackpink #Jennie @CHANEL I think I squealed. https://t.co/p7NjW64Mae,en,2023-03-28 05:30:35+00:00,2023-03-28 09:34:01.690179+00:00,0,0,73,0
2634,1640587102789283841,"RT @jnkobsession: jennie has other 12345678910 brands. him getting a ck campaign isn't gonna eat my fav's ""only career"" ijbol anyways her c…",en,2023-03-28 05:30:20+00:00,2023-03-28 09:34:01.690179+00:00,0,0,69,0
2635,1640587100075724800,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:30:19+00:00,2023-03-28 09:34:01.690179+00:00,0,0,343,0
2637,1640587062993915905,"RT @society_pr10109: 🅾️039
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 05:30:11+00:00,2023-03-28 09:34:01.690179+00:00,0,0,34,0
2639,1640587008111411200,"RT @UkhtiHyper: 🅾️018
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 05:29:58+00:00,2023-03-28 09:34:01.690179+00:00,0,0,8,0
2642,1640586949626068993,"RT @society_pr10109: 🅾️040
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 05:29:44+00:00,2023-03-28 09:34:01.705802+00:00,0,0,385,0
2645,1640586868814385157,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:29:24+00:00,2023-03-28 09:34:01.705802+00:00,0,0,343,0
2646,1640586829190828032,"RT @randyrahardiann: Part 3- Curpong (Curhat sambil nyepong) with @hisapkontolku_ 

Such a pro cocksucker!!!

Video is available on my chan…",en,2023-03-28 05:29:15+00:00,2023-03-28 09:34:01.705802+00:00,0,0,719,0
2648,1640586710026264578,"#NicoParker
At the Chanel Womenswear Show
In Paris
7th March 2023 https://t.co/ptnUSy7z8R",en,2023-03-28 05:28:46+00:00,2023-03-28 09:34:01.705802+00:00,1,7,0,0
2650,1640586663616294912,"RT @lishgoldy: Guys please stop with the it will bring drags thing🙄. Even Riss and Quan get drags. Go and ask Beyoncé and Jay Z, Rihanna An…",en,2023-03-28 05:28:35+00:00,2023-03-28 09:34:01.705802+00:00,0,0,23,0
2656,1640586458225590272,My Chanel Duo https://t.co/ysiZr7MHTw,en,2023-03-28 05:27:46+00:00,2023-03-28 09:34:01.705802+00:00,0,0,0,0
2657,1640586434280144896,RT @sadoladies: My #clip - The Angry Riding Girl (FULL HD) - Lady Chanel just sold! https://t.co/Mtj37eHaC1 https://t.co/vDZ0b1yyny,en,2023-03-28 05:27:41+00:00,2023-03-28 09:34:01.705802+00:00,0,0,6,0
2660,1640586374054313984,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:27:26+00:00,2023-03-28 09:34:01.721422+00:00,0,0,343,0
2661,1640586339996270593,RT @MelissasOldNose: The Chanel Queen is doing press in the city  🤍 #RHONJ https://t.co/2MoLVmA8df,en,2023-03-28 05:27:18+00:00,2023-03-28 09:34:01.721422+00:00,0,0,7,0
2664,1640586129132109824,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:26:28+00:00,2023-03-28 09:34:01.721422+00:00,0,0,343,0
2665,1640586099037966336,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 05:26:21+00:00,2023-03-28 09:34:01.721422+00:00,0,0,143,0
2666,1640586084370493440,"@Ripcord1991 @GioBruno1600 @Russell15thtime I pray to God her assisted living facility has one TV, and the only Chanel it has, plays only John Wayne movies or Rush Limbaugh.

The PBS channel only plays Walley George.

That would be a fitting send off.",en,2023-03-28 05:26:17+00:00,2023-03-28 09:34:01.721422+00:00,0,0,0,0
2668,1640585968334823425,Check out sale of Chanel 22P CC Gold Sequin Logo Cotton Cap in Light Pink: https://t.co/oBiYPShflI,en,2023-03-28 05:25:50+00:00,2023-03-28 09:34:01.721422+00:00,0,0,0,0
2669,1640585962874081280,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:25:48+00:00,2023-03-28 09:34:01.721422+00:00,0,0,343,0
2670,1640585960432996352,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 05:25:48+00:00,2023-03-28 09:34:01.721422+00:00,0,0,1242,0
2676,1640585859383607296,@DonaldJTrumpJr FOX THE CHANEL OF LIARS! https://t.co/RzfbXHYCOY,en,2023-03-28 05:25:24+00:00,2023-03-28 09:34:01.721422+00:00,0,0,0,0
2677,1640585847748833280,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:25:21+00:00,2023-03-28 09:34:01.721422+00:00,0,0,343,0
2678,1640585795969974274,Simplicity is the keynote of all true elegance. ― Coco Chanel,en,2023-03-28 05:25:09+00:00,2023-03-28 09:34:01.737045+00:00,0,0,0,0
2682,1640585762818359296,"RT @fallinginyibo85: CHANEL
GIVENCHY
Christian Louboutin
WANG YIBO WEIBO NIGHT 2022
#WangYibo_WeiboNight2022
#WeiboNight2022 #WangYibo http…",en,2023-03-28 05:25:01+00:00,2023-03-28 09:34:02.221379+00:00,0,0,92,0
2683,1640585750944141313,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:24:58+00:00,2023-03-28 09:34:02.221379+00:00,0,0,343,0
2685,1640585706941853699,RT @PRADAXBBY: obsessed with the colour of this chanel bag https://t.co/QkSRibHtFm,en,2023-03-28 05:24:47+00:00,2023-03-28 09:34:02.221379+00:00,0,0,923,0
2686,1640585667846586369,"... Chanel answering a voice? Is it crazy to say in words. Time is all
؟?
نمشے

🔹H3🔹
🔹H3🔹
🔹H3🔹",en,2023-03-28 05:24:38+00:00,2023-03-28 09:34:02.221379+00:00,0,0,0,0
2689,1640585551941341184,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:24:10+00:00,2023-03-28 09:34:02.221379+00:00,0,0,343,0
2693,1640585497566384128,RT @AgntPineapple: Spotted Jennie’s promo as I’m headed outta Japan! #Blackpink #Jennie @CHANEL I think I squealed. https://t.co/p7NjW64Mae,en,2023-03-28 05:23:57+00:00,2023-03-28 09:34:02.221379+00:00,0,0,73,0
2694,1640585469699436544,renyang so insane for having matching chanel stuff like damn i want that TOO! https://t.co/R1acENXgzn,en,2023-03-28 05:23:51+00:00,2023-03-28 09:34:02.221379+00:00,1,0,0,0
2697,1640585439777026048,RT @lyle0_0: #JENNIE's  animated  film  for  @CHANEL  Coco  Crush  campaign  playing  at  Chanel  store  📍 Seoul   🇰🇷 https://t.co/sxPJM9hP…,en,2023-03-28 05:23:44+00:00,2023-03-28 09:34:02.236994+00:00,0,0,71,0
2698,1640585429060845568,"RT @asian_hotyoung: Roses are red                  
Violet are blue
IM USING MY HAND,MOUTH,and ASS 
but I’m thinking of you @JadeGianX…

Av…",en,2023-03-28 05:23:41+00:00,2023-03-28 09:34:02.236994+00:00,0,0,1522,0
2699,1640585368495091712,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:23:27+00:00,2023-03-28 09:34:02.236994+00:00,0,0,343,0
2704,1640585271837065217,RT @lyle0_0: #JENNIE's  animated  film  for  @CHANEL  Coco  Crush  campaign  playing  at  Chanel  store  📍 Seoul   🇰🇷 https://t.co/sxPJM9hP…,en,2023-03-28 05:23:04+00:00,2023-03-28 09:34:02.236994+00:00,0,0,71,0
2707,1640585189859688448,RT @styleofrensung: chanel bracelet🤔 https://t.co/4DzwG6yXt1,en,2023-03-28 05:22:44+00:00,2023-03-28 09:34:02.236994+00:00,0,0,141,0
2708,1640585169751924737,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 05:22:39+00:00,2023-03-28 09:34:02.236994+00:00,0,0,143,0
2709,1640585145760591873,"RT @Scotybrayan: Come and sit on My stick, you will feel very tasty inside!

I'll be waiting for you, Subscribe to my onlyfans

https://t.c…",en,2023-03-28 05:22:34+00:00,2023-03-28 09:34:02.236994+00:00,0,0,1520,0
2710,1640585143504232449,@pannchoa jennie and gdrugon my chanel couple 🥰 https://t.co/N7ORmm1fmJ,en,2023-03-28 05:22:33+00:00,2023-03-28 09:34:02.236994+00:00,2,0,0,0
2712,1640585070967951360,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 05:22:16+00:00,2023-03-28 09:34:02.236994+00:00,0,0,66,0
2713,1640585056778596352,"RT @andini_mal: 🅾️003
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 05:22:12+00:00,2023-03-28 09:34:02.252613+00:00,0,0,109,0
2717,1640584977409785856,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 05:21:53+00:00,2023-03-28 09:34:02.252613+00:00,0,0,66,0
2718,1640584966110318592,"RT @lyle0_0: #JENNIE's   Global  campaign  for  @CHANEL  Coco  Crush

📍 Seoul, South Korea  🇰🇷 https://t.co/M6GmWKN0Vx",en,2023-03-28 05:21:51+00:00,2023-03-28 09:34:02.252613+00:00,0,0,37,0
2719,1640584948192280576,RT @lyle0_0: #JENNIE's  animated  film  for  @CHANEL  Coco  Crush  campaign  playing  at  Chanel  store  📍 Seoul   🇰🇷 https://t.co/sxPJM9hP…,en,2023-03-28 05:21:46+00:00,2023-03-28 09:34:02.252613+00:00,0,0,71,0
2720,1640584861692964864,Who can battle him on verses?Picasso is an artistic genius despite dating teenage boys;BMW is still livable art despite providing Nazis w/war tanks &amp; Coco Chanel is timeless despite her tryst w/nazis to keep her brand afloat.We can only change the future https://t.co/lxBtnbU8av,en,2023-03-28 05:21:26+00:00,2023-03-28 09:34:02.252613+00:00,0,0,0,0
2722,1640584724296118272,"RT @FOXLA: Chanel West Coast is officially leaving ""Ridiculousness"" after 12 years as a co-host.  https://t.co/64Ds4sp7Td",en,2023-03-28 05:20:53+00:00,2023-03-28 09:34:02.252613+00:00,0,0,12,0
2726,1640584638870745090,"G-dragon releases new photoshoot with Chanel
https://t.co/20xwjgGhtP https://t.co/Z4XGxXEE2J",en,2023-03-28 05:20:33+00:00,2023-03-28 09:34:02.252613+00:00,17,180,37,6
2728,1640584574463016960,"RT @lyle0_0: #JENNIE's   Global  campaign  for  @CHANEL  Coco  Crush

📍 Seoul, South Korea  🇰🇷 https://t.co/M6GmWKN0Vx",en,2023-03-28 05:20:17+00:00,2023-03-28 09:34:02.252613+00:00,0,0,37,0
2729,1640584553374044160,RT @LuckyNo_9: let me show you sth interesting：pretending to be invited to chanel haute couture show🤭🤭🤭 https://t.co/UlpkgjvJhQ,en,2023-03-28 05:20:12+00:00,2023-03-28 09:34:02.252613+00:00,0,0,17,0
2731,1640584523518992385,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:20:05+00:00,2023-03-28 09:34:02.268235+00:00,0,0,343,0
2734,1640584310230065153,RT @superstackstacy: When people name their pet Gucci or Chanel.. you really couldn’t think of ANYTHING better?🤣,en,2023-03-28 05:19:14+00:00,2023-03-28 09:34:02.268235+00:00,0,0,2,0
2736,1640584278051540993,RT @AgntPineapple: Spotted Jennie’s promo as I’m headed outta Japan! #Blackpink #Jennie @CHANEL I think I squealed. https://t.co/p7NjW64Mae,en,2023-03-28 05:19:07+00:00,2023-03-28 09:34:02.268235+00:00,0,0,73,0
2737,1640584264617000960,RT @superstackstacy: When people name their pet Gucci or Chanel.. you really couldn’t think of ANYTHING better?🤣,en,2023-03-28 05:19:03+00:00,2023-03-28 09:34:02.268235+00:00,0,0,2,0
2738,1640584206865813504,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:18:50+00:00,2023-03-28 09:34:02.268235+00:00,0,0,343,0
2740,1640584168101781504,"RT @Scotybrayan: Come and sit on My stick, you will feel very tasty inside!

I'll be waiting for you, Subscribe to my onlyfans

https://t.c…",en,2023-03-28 05:18:40+00:00,2023-03-28 09:34:02.268235+00:00,0,0,1520,0
2742,1640584140633554944,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 05:18:34+00:00,2023-03-28 09:34:02.268235+00:00,0,0,143,0
2743,1640584129724178433,@Jentnie This is it! The world should know that the IT GIRL and Chanel's muse is here.,en,2023-03-28 05:18:31+00:00,2023-03-28 09:34:02.268235+00:00,0,0,0,0
2744,1640584122430283776,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 05:18:30+00:00,2023-03-28 09:34:02.268235+00:00,0,0,66,0
2745,1640584065769443328,RT @lyle0_0: #JENNIE's  animated  film  for  @CHANEL  Coco  Crush  campaign  playing  at  Chanel  store  📍 Seoul   🇰🇷 https://t.co/sxPJM9hP…,en,2023-03-28 05:18:16+00:00,2023-03-28 09:34:02.268235+00:00,0,0,71,0
2750,1640583821543317504,RT @leferetlesang: 90s Chanel and Karl Lagerfeld looks that would be amazing to see on the MET gala https://t.co/fEZFyEkHbu,en,2023-03-28 05:17:18+00:00,2023-03-28 09:34:02.283859+00:00,0,0,126,0
2752,1640583754023604224,"@goddessxyx Well, that's Daisy Taylor, not Korra Del Rio, chanel has detransitioned to male and Emma has been castrated... Sooo?",en,2023-03-28 05:17:02+00:00,2023-03-28 09:34:02.283859+00:00,0,0,0,0
2754,1640583657147756546,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 05:16:39+00:00,2023-03-28 09:34:02.283859+00:00,0,0,1242,0
2755,1640583645361733634,"RT @UkhtiHyper: 🅾️028
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 05:16:36+00:00,2023-03-28 09:34:02.283859+00:00,0,0,6,0
2757,1640583567494504449,"RT @UkhtiHyper: 🅾️034
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 05:16:17+00:00,2023-03-28 09:34:02.283859+00:00,0,0,6,0
2758,1640583553149992960,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 05:16:14+00:00,2023-03-28 09:34:02.283859+00:00,0,0,300,0
2760,1640583482626789376,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 05:15:57+00:00,2023-03-28 09:34:02.283859+00:00,0,0,1242,0
2761,1640583480341045255,"RT @UkhtiHyper: 🅾️042
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 05:15:56+00:00,2023-03-28 09:34:02.283859+00:00,0,0,6,0
2764,1640583433557774336,"RT @society_pr10109: 🅾️040
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 05:15:45+00:00,2023-03-28 09:34:02.283859+00:00,0,0,385,0
2766,1640583355564724225,"RT @EGreita: ,,,please RT for more vedio...
full vedio soon on my telegram chanel..
please subscribe for only 350 lifetime
subscribe you ca…",en,2023-03-28 05:15:27+00:00,2023-03-28 09:34:02.283859+00:00,0,0,16,0
2769,1640583306961113089,RT @styleofrensung: chanel bracelet🤔 https://t.co/4DzwG6yXt1,en,2023-03-28 05:15:15+00:00,2023-03-28 09:34:02.299486+00:00,0,0,141,0
2770,1640583306524893184,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:15:15+00:00,2023-03-28 09:34:02.299486+00:00,0,0,343,0
2772,1640583278888615937,RT @usweekly: The end of an MTV era. Chanel West Coast announced her exit from #Ridiculousness after 12 years. https://t.co/HgigobrUNI,en,2023-03-28 05:15:08+00:00,2023-03-28 09:34:02.299486+00:00,0,0,7,0
2773,1640583276523032577,"RT @UkhtiHyper: 🅾️037
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 05:15:08+00:00,2023-03-28 09:34:02.299486+00:00,0,0,130,0
2775,1640583268847452160,RT @lyle0_0: #JENNIE's  animated  film  for  @CHANEL  Coco  Crush  campaign  playing  at  Chanel  store  📍 Seoul   🇰🇷 https://t.co/sxPJM9hP…,en,2023-03-28 05:15:06+00:00,2023-03-28 09:34:02.299486+00:00,0,0,71,0
2776,1640583267371073540,CHANEL Fantaisie de Chanel Illuminating Blush Powder Spring Limited 2023 Pink https://t.co/m8YCLxlKA6 eBay https://t.co/xAiibG7jdu,en,2023-03-28 05:15:06+00:00,2023-03-28 09:34:02.299486+00:00,0,0,0,0
2778,1640583248656080896,"RT @BasahSultan: 🅾️037
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 05:15:01+00:00,2023-03-28 09:34:02.299486+00:00,0,0,237,0
2779,1640583187137961984,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:14:47+00:00,2023-03-28 09:34:02.798790+00:00,0,0,343,0
2786,1640582971857186817,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 05:13:55+00:00,2023-03-28 09:34:02.798790+00:00,0,0,143,0
2787,1640582964898861057,RT @CocoaChanel64: Chanel: Toe beans! https://t.co/VGtlwJWjTD,en,2023-03-28 05:13:54+00:00,2023-03-28 09:34:02.798790+00:00,0,0,17,0
2796,1640582746866327554,"RT @pedjuang_basah: 🔐182
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 05:13:02+00:00,2023-03-28 09:34:02.814408+00:00,0,0,69,0
2798,1640582738100080640,https://t.co/eHt6eff7T8    please subscribe to my Chanel https://t.co/BI69FEQOhf,en,2023-03-28 05:12:59+00:00,2023-03-28 09:34:02.814408+00:00,0,0,0,0
2803,1640582671977046016,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 05:12:44+00:00,2023-03-28 09:34:02.814408+00:00,0,0,343,0
2807,1640582583229763585,Check out this listing I just added to my #Poshmark closet: 100% Authentic Chanel Quilted Wedge. https://t.co/bbgPziYqAl #shopmycloset @poshmarkapp,en,2023-03-28 05:12:23+00:00,2023-03-28 09:34:02.814408+00:00,0,0,0,0
2809,1640582542846832641,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 05:12:13+00:00,2023-03-28 09:34:02.830125+00:00,0,0,143,0
2810,1640582528838041602,"@thehawkeyex @thewire_in what is this? What say your anchor? This is your journalism? 
You are is a news Chanel? 
This anchor why support one of the murderer? @myogiadityanath please take action this against this news channel and anchor.",en,2023-03-28 05:12:10+00:00,2023-03-28 09:34:02.830125+00:00,0,0,0,0
2813,1640582498806558728,He buying inventory before he buy me Chanel 🥰 https://t.co/kxO633jX9n,en,2023-03-28 05:12:02+00:00,2023-03-28 09:34:02.830125+00:00,0,0,0,0
2815,1640582428048900096,RT @lyle0_0: #JENNIE's  animated  film  for  @CHANEL  Coco  Crush  campaign  playing  at  Chanel  store  📍 Seoul   🇰🇷 https://t.co/sxPJM9hP…,en,2023-03-28 05:11:46+00:00,2023-03-28 09:34:02.830125+00:00,0,0,71,0
2819,1640582389649817600,@kgoeunnie I don't think Chanel will take AL as place filming for her  j12 🙄,en,2023-03-28 05:11:36+00:00,2023-03-28 09:34:02.830125+00:00,1,0,0,0
2820,1640582386609016833,The biggest Chanel https://t.co/97ZJVj09WY,en,2023-03-28 05:11:36+00:00,2023-03-28 09:34:02.830125+00:00,0,0,0,0
2822,1640582331428929537,RT @lyle0_0: #JENNIE's  animated  film  for  @CHANEL  Coco  Crush  campaign  playing  at  Chanel  store  📍 Seoul   🇰🇷 https://t.co/sxPJM9hP…,en,2023-03-28 05:11:23+00:00,2023-03-28 09:34:02.830125+00:00,0,0,71,0
2827,1640582185425182721,"RT @SAL27229: I so loved the headlines 😍❤️

""Chanel's beloved Kim Go-eun...side by side with Margot Robbie"" 

https://t.co/Wm2rcJqXQB https…",en,2023-03-28 05:10:48+00:00,2023-03-28 09:34:02.845688+00:00,0,0,5,0
2831,1640582129925992453,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 05:10:34+00:00,2023-03-28 09:34:02.845688+00:00,0,0,1242,0
2832,1640582097416093697,"RT @randyrahardiann: Part 2- Curpong (Curhat sambil nyepong) with @hisapkontolku_ 

Such a cute vers top with a great blowjob skill!!!

Vid…",en,2023-03-28 05:10:27+00:00,2023-03-28 09:34:02.845688+00:00,0,0,1515,0
2835,1640581980374065153,RT @lyle0_0: #JENNIE's  animated  film  for  @CHANEL  Coco  Crush  campaign  playing  at  Chanel  store  📍 Seoul   🇰🇷 https://t.co/sxPJM9hP…,en,2023-03-28 05:09:59+00:00,2023-03-28 09:34:02.845688+00:00,0,0,71,0
2840,1640581913604919296,RT @AgntPineapple: Spotted Jennie’s promo as I’m headed outta Japan! #Blackpink #Jennie @CHANEL I think I squealed. https://t.co/p7NjW64Mae,en,2023-03-28 05:09:43+00:00,2023-03-28 09:34:02.845688+00:00,0,0,73,0
2841,1640581882118062082,"RT @AccessBadBunny: With “Coco Chanel”, Bad Bunny extends his record as the Latin artist artist with the most entries in Billboard Hot 100…",en,2023-03-28 05:09:35+00:00,2023-03-28 09:34:02.845688+00:00,0,0,34,0
2843,1640581850010882050,"RT @pedjuang_basah: 🔐198
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 05:09:28+00:00,2023-03-28 09:34:02.861311+00:00,0,0,66,0
2845,1640581829643354112,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 05:09:23+00:00,2023-03-28 09:34:02.861311+00:00,0,0,143,0
2846,1640581821120278528,RT @missmayim: I’m a strange combination of moderate hoarder and lover of organization. At a time in my life a few years ago when I needed…,en,2023-03-28 05:09:21+00:00,2023-03-28 09:34:02.861311+00:00,0,0,37,0
2847,1640581770725785600,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 05:09:09+00:00,2023-03-28 09:34:02.861311+00:00,0,0,1242,0
